customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,churn_reason,churn_flag,active_flag,tenure_group,age_group,monthly_charge_band,customer_value_segment,service_count,protection_support_service_count,referral_group,contract_risk_group,descriptive_risk_points,descriptive_risk_segment,avg_revenue_per_tenure_month,customer_engagement_profile,predicted_churn_probability,high_risk_at_selected_threshold,flag_high_value_high_risk,flag_early_fiber,flag_early_month_to_month,flag_senior_high_charge,flag_fiber_month_to_month,flag_month_to_month_no_support,flag_san_diego,primary_intervention,intervention_priority,recommended_action,base_offer_cost
0315-LVCRK,Male,54,No,No,No,No,0,United States,California,El Dorado Hills,95762,38.684437,-121.055634,22028,Q3,No,0,11,No Offer,Yes,30.57,No,Yes,Fiber Optic,15,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.8,888.75,0.0,0,336.27,1225.02,4,Stayed,No,60,4924,Not Applicable,Not Applicable,0,1,7–12 months,45–59,$70–$89.99,High Value,6,1,No Referrals,Higher Contract Risk,4,Very High,111.37,Multi-Service,0.6424904746751285,True,True,True,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
7271-AJDTL,Female,64,No,No,Yes,No,0,United States,California,Sacramento,95816,38.574856,-121.46504,16164,Q3,Yes,1,55,No Offer,Yes,34.61,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.45,5073.1,0.0,0,1903.55,6976.65,5,Stayed,No,55,5577,Not Applicable,Not Applicable,0,1,49–72 months,60–69,$90+,Premium Value,6,2,1–2 Referrals,Higher Contract Risk,4,Very High,126.85,Advocate,0.6326149227035555,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
6569-KTMDU,Female,28,Yes,No,No,No,0,United States,California,Sacramento,95826,38.542532,-121.378826,38818,Q3,No,0,1,No Offer,Yes,5.02,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.1,19.1,0.0,0,5.02,24.12,5,Joined,No,26,3313,Not Applicable,Not Applicable,0,1,1–6 months,19–29,Under $35,Emerging Value,1,0,No Referrals,Higher Contract Risk,3,High,24.12,Basic Relationship,0.339874603350384,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
0396-YCHWO,Male,58,No,No,Yes,No,0,United States,California,Sacramento,95829,38.486502,-121.334051,11396,Q3,Yes,4,36,Offer C,Yes,40.58,Yes,Yes,Fiber Optic,12,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.4,3474.2,0.0,0,1460.88,4935.08,3,Stayed,No,44,5111,Not Applicable,Not Applicable,0,1,25–48 months,45–59,$90+,High Value,6,0,3–5 Referrals,Higher Contract Risk,4,Very High,137.09,Advocate,0.5257861809015185,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
0867-LDTTC,Male,51,No,No,No,No,0,United States,California,Sacramento,95830,38.490508,-121.284171,592,Q3,No,0,5,No Offer,Yes,45.69,No,Yes,Cable,4,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,75.15,392.65,0.0,0,228.45,621.1,4,Stayed,No,68,5900,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$70–$89.99,Premium Value,8,2,No Referrals,Higher Contract Risk,2,Elevated,124.22,Protection Engaged,0.5456815933544686,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
6692-YQHXC,Male,43,No,No,No,No,0,United States,California,Sacramento,95842,38.687367,-121.34848,31373,Q3,No,0,16,No Offer,Yes,27.43,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.95,1205.5,0.0,0,438.88,1644.38,5,Stayed,No,54,5596,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$35–$69.99,Premium Value,3,0,No Referrals,Higher Contract Risk,3,High,102.77,Basic Relationship,0.4840104600587726,True,True,False,False,False,True,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
5222-JCXZT,Male,31,No,No,No,No,0,United States,California,Sacramento,95864,38.585826,-121.376263,23362,Q3,No,0,4,No Offer,Yes,20.16,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.0,78.9,0.0,0,80.64,159.54,4,Stayed,No,55,3022,Not Applicable,Not Applicable,0,1,1–6 months,30–44,Under $35,Emerging Value,1,0,No Referrals,Higher Contract Risk,3,High,39.88,Basic Relationship,0.3200488569511894,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
2468-SJFLM,Male,37,No,No,No,No,0,United States,California,Biggs,95917,39.457388,-121.818201,3169,Q3,No,0,1,No Offer,Yes,39.55,No,Yes,Fiber Optic,21,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,74.3,74.3,0.0,0,39.55,113.85,5,Joined,No,64,3063,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$70–$89.99,Emerging Value,4,1,No Referrals,Higher Contract Risk,3,High,113.85,Basic Relationship,0.7232570873797158,True,False,True,True,False,True,False,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
7901-HXJVA,Male,20,Yes,No,No,No,0,United States,California,Chico,95928,39.681488,-121.83721,32848,Q3,No,0,14,No Offer,Yes,18.46,No,Yes,Fiber Optic,26,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.45,1117.55,0.0,0,258.44,1375.99,4,Stayed,No,52,2292,Not Applicable,Not Applicable,0,1,13–24 months,19–29,$70–$89.99,Emerging Value,4,1,No Referrals,Higher Contract Risk,3,High,98.28,Basic Relationship,0.5696297705234341,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
3629-WEAAM,Female,19,Yes,No,No,No,0,United States,California,Forbestown,95941,39.531028,-121.24807,452,Q3,No,0,8,No Offer,Yes,45.04,No,Yes,DSL,73,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,No,Mailed Check,64.1,504.05,0.0,10,360.32,874.37,5,Stayed,No,25,2804,Not Applicable,Not Applicable,0,1,7–12 months,19–29,$35–$69.99,Emerging Value,6,2,No Referrals,Higher Contract Risk,2,Elevated,109.3,Protection Engaged,0.4264904766891021,True,False,False,False,False,False,False,False,Competitor-response retention,8,"Personalized device, data, speed, or value response based on customer needs",55.0
6029-CSMJE,Male,63,No,No,No,No,0,United States,California,Forest Ranch,95942,40.077028,-121.494168,1351,Q3,No,0,17,No Offer,No,0.0,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.65,440.2,0.0,0,0.0,440.2,3,Stayed,No,24,3090,Not Applicable,Not Applicable,0,1,13–24 months,60–69,Under $35,Emerging Value,2,0,No Referrals,Higher Contract Risk,2,Elevated,25.89,Basic Relationship,0.6737989422954781,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
6429-SHBCB,Male,54,No,No,No,No,0,United States,California,Maxwell,95955,39.281194,-122.226568,1146,Q3,No,0,19,Offer D,Yes,13.76,Yes,Yes,DSL,4,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,69.6,1394.55,0.0,0,261.44,1655.99,4,Stayed,No,77,3349,Not Applicable,Not Applicable,0,1,13–24 months,45–59,$35–$69.99,Emerging Value,6,0,No Referrals,Higher Contract Risk,2,Elevated,87.16,Multi-Service,0.5492601031273108,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
2603-HVKCG,Male,20,Yes,No,No,No,0,United States,California,Meridian,95957,39.068071,-121.832638,776,Q3,No,0,31,Offer C,Yes,19.38,No,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4,3143.65,0.0,0,600.78,3744.43,4,Stayed,No,72,2025,Not Applicable,Not Applicable,0,1,25–48 months,19–29,$90+,Emerging Value,8,2,No Referrals,Higher Contract Risk,4,Very High,120.79,Protection Engaged,0.5601008074718136,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
6968-MHOMU,Male,53,No,No,Yes,No,0,United States,California,Princeton,95970,39.424957,-122.039307,495,Q3,No,0,58,No Offer,No,0.0,No,Yes,Cable,23,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,45.0,2689.35,0.0,0,0.0,2689.35,3,Stayed,No,55,5006,Not Applicable,Not Applicable,0,1,49–72 months,45–59,$35–$69.99,High Value,5,0,No Referrals,Moderate Contract Risk,1,Lower,46.37,Multi-Service,0.3716166699191132,True,False,False,False,False,False,False,False,Competitor-response retention,8,"Personalized device, data, speed, or value response based on customer needs",55.0
6734-CKRSM,Female,38,No,No,No,No,0,United States,California,Stirling City,95978,39.904002,-121.527823,28,Q3,No,0,3,No Offer,Yes,40.2,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,63.6,0.0,0,120.6,184.2,3,Joined,No,65,4258,Not Applicable,Not Applicable,0,1,1–6 months,30–44,Under $35,Core Value,1,0,No Referrals,Higher Contract Risk,3,High,61.4,Basic Relationship,0.3417316309074296,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
0570-BFQHT,Female,38,No,No,No,No,0,United States,California,Anderson,96007,40.448632,-122.306657,21418,Q3,No,0,9,No Offer,Yes,32.57,No,Yes,Fiber Optic,13,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.55,653.9,2.28,0,293.13,944.75,3,Stayed,No,26,3581,Not Applicable,Not Applicable,0,1,7–12 months,30–44,$70–$89.99,Core Value,5,2,No Referrals,Higher Contract Risk,4,Very High,104.97,Protection Engaged,0.569672800899969,True,False,True,False,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
8564-LDKFL,Male,37,No,No,Yes,No,0,United States,California,Big Bar,96010,40.775272,-123.287414,269,Q3,Yes,1,40,Offer B,Yes,29.46,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.0,4178.65,47.02,0,1178.4,5310.03,5,Stayed,No,77,5118,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$90+,High Value,8,2,1–2 Referrals,Moderate Contract Risk,3,High,132.75,Advocate,0.5153997746895997,True,True,False,False,False,False,False,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
5501-TVMGM,Male,21,Yes,No,No,No,0,United States,California,Canby,96015,41.486953,-120.913975,417,Q3,No,0,1,No Offer,Yes,39.19,No,Yes,DSL,69,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.25,55.25,0.0,60,39.19,154.44,5,Joined,No,49,3255,Not Applicable,Not Applicable,0,1,1–6 months,19–29,$35–$69.99,Emerging Value,4,0,No Referrals,Higher Contract Risk,3,High,154.44,Basic Relationship,0.5374131040491987,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
6972-SNKKW,Female,60,No,No,No,No,0,United States,California,Chester,96020,40.243494,-121.154733,2664,Q3,No,0,6,No Offer,Yes,47.46,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.0,109.2,0.0,0,284.76,393.96,3,Stayed,No,53,3142,Not Applicable,Not Applicable,0,1,1–6 months,60–69,Under $35,Emerging Value,1,0,No Referrals,Higher Contract Risk,3,High,65.66,Basic Relationship,0.3232982764697338,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
3594-IVHJZ,Female,31,No,No,No,No,0,United States,California,French Gulch,96033,40.740138,-122.587476,373,Q3,No,0,2,No Offer,Yes,47.19,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.45,42.45,0.0,0,94.38,136.83,5,Joined,No,56,2606,Not Applicable,Not Applicable,0,1,1–6 months,30–44,Under $35,Emerging Value,1,0,No Referrals,Higher Contract Risk,3,High,68.42,Basic Relationship,0.4332943904481332,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
5960-MVTUK,Male,58,No,No,No,No,0,United States,California,Grenada,96038,41.599978,-122.539381,616,Q3,No,0,3,Offer E,No,0.0,No,Yes,DSL,18,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,29.75,96.85,0.0,0,0.0,96.85,3,Joined,No,55,3425,Not Applicable,Not Applicable,0,1,1–6 months,45–59,Under $35,Emerging Value,3,1,No Referrals,Higher Contract Risk,2,Elevated,32.28,Basic Relationship,0.5603752840801131,True,False,False,True,False,False,False,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
6817-WTYHE,Male,56,No,No,No,No,0,United States,California,Happy Camp,96039,41.831901,-123.487478,1294,Q3,No,0,2,No Offer,Yes,5.08,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.9,111.05,0.0,0,10.16,121.21,4,Joined,No,26,4370,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,Core Value,3,0,No Referrals,Higher Contract Risk,3,High,60.6,Basic Relationship,0.4117066831071391,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
3082-VQXNH,Male,62,No,No,Yes,No,0,United States,California,Hat Creek,96040,40.789799,-121.474529,397,Q3,Yes,1,3,Offer E,No,0.0,No,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,29.8,94.4,0.0,0,0.0,94.4,3,Joined,No,32,5614,Not Applicable,Not Applicable,0,1,1–6 months,60–69,Under $35,Premium Value,3,1,1–2 Referrals,Higher Contract Risk,3,High,31.47,Advocate,0.6984557158235626,True,True,False,True,False,False,True,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
4931-TRZWN,Female,54,No,No,No,No,0,United States,California,Hornbrook,96044,41.962127,-122.527696,1026,Q3,No,0,13,Offer D,Yes,10.66,No,Yes,DSL,5,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.95,923.85,10.47,0,138.58,1051.96,3,Stayed,No,67,3605,Not Applicable,Not Applicable,0,1,13–24 months,45–59,$70–$89.99,Core Value,7,1,No Referrals,Higher Contract Risk,2,Elevated,80.92,Multi-Service,0.3996870855381797,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
0750-EKNGL,Male,44,No,No,No,No,0,United States,California,Hyampom,96046,40.648024,-123.465088,268,Q3,No,0,7,Offer E,Yes,47.19,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.75,141.1,0.0,0,330.33,471.43,5,Stayed,No,46,4476,Not Applicable,Not Applicable,0,1,7–12 months,30–44,Under $35,Core Value,1,0,No Referrals,Higher Contract Risk,3,High,67.35,Basic Relationship,0.4027603882592201,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
9938-EKRGF,Female,58,No,No,No,No,0,United States,California,Lewiston,96052,40.704293,-122.803899,1845,Q3,No,0,15,Offer D,Yes,8.97,No,Yes,Cable,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,84.45,1287.85,0.0,0,134.55,1422.4,3,Stayed,No,46,4653,Not Applicable,Not Applicable,0,1,13–24 months,45–59,$70–$89.99,High Value,10,4,No Referrals,Higher Contract Risk,1,Lower,94.83,Protection Engaged,0.3726376547953915,True,False,False,False,False,False,False,False,Competitor-response retention,8,"Personalized device, data, speed, or value response based on customer needs",55.0
5402-HTOTQ,Male,43,No,No,No,No,0,United States,California,Macdoel,96058,41.769709,-121.92063,816,Q3,No,0,16,No Offer,Yes,5.79,Yes,Yes,DSL,4,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.3,875.35,0.0,0,92.64,967.99,5,Stayed,No,25,3771,Not Applicable,Not Applicable,0,1,13–24 months,30–44,$35–$69.99,Core Value,4,1,No Referrals,Higher Contract Risk,2,Elevated,60.5,Basic Relationship,0.3850261550986872,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
3665-JATSN,Female,19,Yes,No,No,No,0,United States,California,Mount Shasta,96067,41.33832,-122.290756,7309,Q3,No,0,19,No Offer,No,0.0,No,Yes,DSL,59,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39.7,710.05,0.0,110,0.0,820.05,5,Stayed,No,65,4034,Not Applicable,Not Applicable,0,1,13–24 months,19–29,$35–$69.99,Core Value,4,1,No Referrals,Higher Contract Risk,2,Elevated,43.16,Basic Relationship,0.5009351735356721,True,False,False,False,False,False,True,False,Support bundle and contract,6,Time-limited premium-support bundle with a longer-contract value option,45.0
5482-VXSXJ,Male,50,No,No,No,No,0,United States,California,Tehama,96090,40.021787,-122.127576,405,Q3,No,0,22,No Offer,Yes,46.5,No,Yes,Fiber Optic,17,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,93.2,2157.3,0.0,0,1023.0,3180.3,4,Stayed,No,26,4093,Not Applicable,Not Applicable,0,1,13–24 months,45–59,$90+,Core Value,7,1,No Referrals,Higher Contract Risk,4,Very High,144.56,Multi-Service,0.5557907362260631,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
7365-BVCJH,Male,40,No,No,No,No,0,United States,California,Trinity Center,96091,41.081847,-122.700545,734,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.4,24.4,0.0,0,0.0,24.4,5,Joined,No,66,3145,Not Applicable,Not Applicable,0,1,1–6 months,30–44,Under $35,Emerging Value,2,0,No Referrals,Higher Contract Risk,3,High,24.4,Basic Relationship,0.6616412068336852,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
9620-ENEJV,Female,52,No,No,No,No,0,United States,California,Vina,96092,39.955164,-122.018567,439,Q3,No,0,6,Offer E,Yes,30.54,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.55,433.95,0.0,0,183.24,617.19,3,Stayed,No,52,4059,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$70–$89.99,Core Value,3,0,No Referrals,Higher Contract Risk,4,Very High,102.86,Basic Relationship,0.5617291903019591,True,False,True,True,False,True,True,False,Early fiber assurance,2,"First-90-day fiber service-health check, rapid issue resolution, and plan review",40.0
4132-KALRO,Female,31,No,No,No,No,0,United States,California,Davis Creek,96108,41.750354,-120.403885,104,Q3,No,0,4,Offer E,Yes,7.94,Yes,Yes,Fiber Optic,3,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,100.85,399.25,0.0,10,31.76,441.01,4,Stayed,No,21,5354,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$90+,High Value,6,1,No Referrals,Higher Contract Risk,4,Very High,110.25,Multi-Service,0.7715445465943191,True,True,True,True,False,True,False,False,High-value outreach,1,Dedicated retention specialist and personalized value-protection review,75.0
2874-YXVVA,Female,38,No,No,No,No,0,United States,California,Herlong,96113,40.198234,-120.18089,946,Q3,No,0,34,No Offer,Yes,2.82,No,Yes,Fiber Optic,2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.1,3634.8,0.0,0,95.88,3730.68,5,Stayed,No,68,3941,Not Applicable,Not Applicable,0,1,25–48 months,30–44,$90+,Core Value,9,3,No Referrals,Higher Contract Risk,3,High,109.73,Protection Engaged,0.5556191112335901,True,False,False,False,False,True,False,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
7586-ZATGZ,Male,59,No,No,No,No,0,United States,California,Ravendale,96123,40.845738,-120.322219,61,Q3,No,0,40,No Offer,Yes,17.83,Yes,Yes,Fiber Optic,27,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3369.05,0.0,0,713.2,4082.25,4,Stayed,No,37,2904,Not Applicable,Not Applicable,0,1,25–48 months,45–59,$70–$89.99,Emerging Value,4,0,No Referrals,Higher Contract Risk,3,High,102.06,Basic Relationship,0.5876995601807659,True,False,False,False,False,True,True,False,Fiber quality and contract,5,Fiber diagnostics followed by a value-led contract-upgrade incentive,50.0
7284-BUYEC,Female,46,No,No,No,No,0,United States,California,Tulelake,96134,41.813521,-121.492666,2595,Q3,No,0,5,Offer E,No,0.0,No,Yes,Cable,26,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,50.95,229.4,0.0,0,0.0,229.4,5,Stayed,No,69,3573,Not Applicable,Not Applicable,0,1,1–6 months,45–59,$35–$69.99,Core Value,6,1,No Referrals,Higher Contract Risk,3,High,45.88,Multi-Service,0.7115971400700427,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
2041-JIJCI,Female,37,No,No,No,No,0,United States,California,Wendel,96136,40.345949,-120.081187,162,Q3,No,0,5,No Offer,Yes,44.78,Yes,Yes,Cable,29,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64.0,370.25,0.0,0,223.9,594.15,5,Stayed,No,75,4421,Not Applicable,Not Applicable,0,1,1–6 months,30–44,$35–$69.99,Core Value,6,1,No Referrals,Higher Contract Risk,3,High,118.83,Multi-Service,0.6182321176917944,True,False,False,True,False,False,True,False,Early onboarding,3,Structured 30/60/90-day onboarding support and service education,25.0
